hop,protocol,probe_index,ip,latitude,longitude,from,reached,rtt,stats_avg,stats_count,stats_loss,stats_max,stats_min,stats_responses
1,udp,0,10.209.64.1,31.15073,121.47711,10.209.64.1,False,7.539987564086914,6.495475769042969,2,0.0,7.539987564086914,5.450963973999023,2
1,udp,1,10.209.64.1,31.15073,121.47711,10.209.64.1,False,5.450963973999023,6.495475769042969,2,0.0,7.539987564086914,5.450963973999023,2
1,tcp,0,10.209.64.1,31.15073,121.47711,10.209.64.1,False,4.702091217041016,131.77907466888428,2,0.0,258.85605812072754,4.702091217041016,2
1,tcp,1,10.213.33.33,31.15073,121.47711,10.213.33.33,False,258.85605812072754,131.77907466888428,2,0.0,258.85605812072754,4.702091217041016,2
1,icmp,0,10.213.33.25,31.15073,121.47711,10.213.33.25,False,137.58397102355957,250.40149688720703,2,0.0,363.2190227508545,137.58397102355957,2
1,icmp,1,10.213.32.41,31.15073,121.47711,10.213.32.41,False,363.2190227508545,250.40149688720703,2,0.0,363.2190227508545,137.58397102355957,2
2,udp,0,10.213.33.25,31.15073,121.47711,10.213.33.25,False,114.40205574035645,237.68246173858643,2,0.0,360.9628677368164,114.40205574035645,2
2,udp,1,10.213.32.22,31.15073,121.47711,10.213.32.22,False,360.9628677368164,237.68246173858643,2,0.0,360.9628677368164,114.40205574035645,2
2,tcp,0,10.213.33.25,31.15073,121.47711,10.213.33.25,False,90.62409400939941,321.32959365844727,2,0.0,552.0350933074951,90.62409400939941,2
2,tcp,1,203.85.128.94,22.2875,114.212,203.85.128.94,False,552.0350933074951,321.32959365844727,2,0.0,552.0350933074951,90.62409400939941,2
2,icmp,0,10.213.32.41,31.15073,121.47711,10.213.32.41,False,196.47574424743652,569.7158575057983,2,0.0,942.9559707641602,196.47574424743652,2
2,icmp,1,202.76.18.64,22.2875,114.212,202.76.18.64,False,942.9559707641602,569.7158575057983,2,0.0,942.9559707641602,196.47574424743652,2
3,udp,0,10.213.32.41,31.15073,121.47711,10.213.32.41,False,68.57085227966309,441.5473937988281,2,0.0,814.5239353179932,68.57085227966309,2
3,udp,1,202.76.18.72,22.2875,114.212,202.76.18.72,False,814.5239353179932,441.5473937988281,2,0.0,814.5239353179932,68.57085227966309,2
3,tcp,0,10.213.32.41,31.15073,121.47711,10.213.32.41,False,43.373823165893555,652.4479389190674,2,0.0,1261.5220546722412,43.373823165893555,2
3,tcp,1,203.131.241.129,35.6869,139.767,203.131.241.129,False,1261.5220546722412,652.4479389190674,2,0.0,1261.5220546722412,43.373823165893555,2
3,icmp,0,10.213.32.22,31.15073,121.47711,10.213.32.22,False,137.3119354248047,947.3903179168701,2,0.0,1757.4687004089355,137.3119354248047,2
3,icmp,1,129.250.4.142,47.6061,-122.333,129.250.4.142,False,1757.4687004089355,947.3903179168701,2,0.0,1757.4687004089355,137.3119354248047,2
4,udp,0,10.213.32.22,31.15073,121.47711,10.213.32.22,False,31.252145767211914,936.7706775665283,2,0.0,1842.2892093658447,31.252145767211914,2
4,udp,1,129.250.2.27,47.6061,-122.333,129.250.2.27,False,1842.2892093658447,936.7706775665283,2,0.0,1842.2892093658447,31.252145767211914,2
4,tcp,0,10.213.32.22,31.15073,121.47711,10.213.32.22,False,20.925045013427734,1002.7379989624023,2,0.0,1984.550952911377,20.925045013427734,2
4,tcp,1,129.250.66.106,1.35208,103.82,129.250.66.106,False,1984.550952911377,1002.7379989624023,2,0.0,1984.550952911377,20.925045013427734,2
4,icmp,0,203.85.128.94,22.2875,114.212,203.85.128.94,False,184.71574783325195,1170.5212593078613,2,0.0,2156.3267707824707,184.71574783325195,2
4,icmp,1,96.110.47.69,45.5152,-122.678,96.110.47.69,False,2156.3267707824707,1170.5212593078613,2,0.0,2156.3267707824707,184.71574783325195,2
5,udp,0,203.85.128.94,22.2875,114.212,203.85.128.94,False,58.50100517272949,1189.8574829101562,2,0.0,2321.213960647583,58.50100517272949,2
5,udp,1,96.110.43.130,41.8528,-87.6232,96.110.43.130,False,2321.213960647583,1189.8574829101562,2,0.0,2321.213960647583,58.50100517272949,2
5,tcp,0,203.85.128.94,22.2875,114.212,203.85.128.94,False,46.658992767333984,1191.4254426956177,2,0.0,2336.1918926239014,46.658992767333984,2
5,tcp,1,69.139.182.138,28.0186,-82.1129,69.139.182.138,False,2336.1918926239014,1191.4254426956177,2,0.0,2336.1918926239014,46.658992767333984,2
5,icmp,0,202.76.18.64,22.2875,114.212,202.76.18.64,False,425.4450798034668,1476.212501525879,2,0.0,2526.979923248291,425.4450798034668,2
5,icmp,1,68.87.162.38,27.6386,-80.3973,68.87.162.38,False,2526.979923248291,1476.212501525879,2,0.0,2526.979923248291,425.4450798034668,2
6,udp,0,202.76.18.64,22.2875,114.212,202.76.18.64,False,295.3310012817383,1431.7851066589355,2,0.0,2568.239212036133,295.3310012817383,2
6,udp,1,69.139.183.126,26.2379,-80.1248,69.139.183.126,False,2568.239212036133,1431.7851066589355,2,0.0,2568.239212036133,295.3310012817383,2
6,tcp,0,202.76.18.64,22.2875,114.212,202.76.18.64,False,269.75107192993164,1526.2905359268188,2,0.0,2782.829999923706,269.75107192993164,2
6,tcp,1,96.110.5.238,25.8576,-80.2781,96.110.5.238,False,2782.829999923706,1526.2905359268188,2,0.0,2782.829999923706,269.75107192993164,2
6,icmp,0,202.76.18.72,22.2875,114.212,202.76.18.72,False,245.42903900146484,1553.915023803711,2,0.0,2862.401008605957,245.42903900146484,2
6,icmp,1,162.151.115.26,26.4605,-80.1376,162.151.115.26,False,2862.401008605957,1553.915023803711,2,0.0,2862.401008605957,245.42903900146484,2
7,udp,0,202.76.18.72,22.2875,114.212,202.76.18.72,False,115.68284034729004,115.68284034729004,1,0.0,115.68284034729004,115.68284034729004,1
7,tcp,0,202.76.18.72,22.2875,114.212,202.76.18.72,False,90.2547836303711,90.2547836303711,1,0.0,90.2547836303711,90.2547836303711,1
7,icmp,0,203.131.241.129,35.6869,139.767,203.131.241.129,False,535.646915435791,535.646915435791,1,0.0,535.646915435791,535.646915435791,1
8,udp,0,203.131.241.129,35.6869,139.767,203.131.241.129,False,405.8370590209961,405.8370590209961,1,0.0,405.8370590209961,405.8370590209961,1
8,tcp,0,203.131.241.129,35.6869,139.767,203.131.241.129,False,380.4910182952881,380.4910182952881,1,0.0,380.4910182952881,380.4910182952881,1
8,icmp,0,129.250.5.28,22.3089,114.264,129.250.5.28,False,387.8321647644043,387.8321647644043,1,0.0,387.8321647644043,387.8321647644043,1
9,udp,0,129.250.2.50,35.694,139.754,129.250.2.50,False,565.3810501098633,565.3810501098633,1,0.0,565.3810501098633,565.3810501098633,1
9,tcp,0,129.250.2.50,35.694,139.754,129.250.2.50,False,543.8070297241211,543.8070297241211,1,0.0,543.8070297241211,543.8070297241211,1
9,icmp,0,129.250.5.78,37.3387,-121.885,129.250.5.78,False,706.6371440887451,706.6371440887451,1,0.0,706.6371440887451,706.6371440887451,1
10,udp,0,129.250.5.78,37.3387,-121.885,129.250.5.78,False,582.2708606719971,582.2708606719971,1,0.0,582.2708606719971,582.2708606719971,1
10,tcp,0,129.250.5.78,37.3387,-121.885,129.250.5.78,False,560.8618259429932,560.8618259429932,1,0.0,560.8618259429932,560.8618259429932,1
10,icmp,0,129.250.5.227,37.3387,-121.885,129.250.5.227,False,737.3969554901123,737.3969554901123,1,0.0,737.3969554901123,737.3969554901123,1
11,udp,0,129.250.5.227,37.3387,-121.885,129.250.5.227,False,606.745719909668,606.745719909668,1,0.0,606.745719909668,606.745719909668,1
11,tcp,0,129.250.5.227,37.3387,-121.885,129.250.5.227,False,583.2939147949219,583.2939147949219,1,0.0,583.2939147949219,583.2939147949219,1
11,icmp,0,50.208.234.9,32.2699,-110.9853,50.208.234.9,False,746.589183807373,746.589183807373,1,0.0,746.589183807373,746.589183807373,1
12,udp,0,50.208.234.9,32.2699,-110.9853,50.208.234.9,False,618.2372570037842,618.2372570037842,1,0.0,618.2372570037842,618.2372570037842,1
12,tcp,0,50.208.234.9,32.2699,-110.9853,50.208.234.9,False,594.7740077972412,594.7740077972412,1,0.0,594.7740077972412,594.7740077972412,1
12,icmp,0,96.110.47.85,45.5152,-122.678,96.110.47.85,False,780.2078723907471,780.2078723907471,1,0.0,780.2078723907471,780.2078723907471,1
13,udp,0,96.110.47.85,45.5152,-122.678,96.110.47.85,False,653.2573699951172,653.2573699951172,1,0.0,653.2573699951172,653.2573699951172,1
13,tcp,0,96.110.47.85,45.5152,-122.678,96.110.47.85,False,644.3400382995605,644.3400382995605,1,0.0,644.3400382995605,644.3400382995605,1
13,icmp,0,96.110.43.134,41.8528,-87.6232,96.110.43.134,False,862.8182411193848,862.8182411193848,1,0.0,862.8182411193848,862.8182411193848,1
14,udp,0,96.110.43.134,41.8528,-87.6232,96.110.43.134,False,739.2330169677734,739.2330169677734,1,0.0,739.2330169677734,739.2330169677734,1
14,tcp,0,96.110.43.134,41.8528,-87.6232,96.110.43.134,False,714.92600440979,714.92600440979,1,0.0,714.92600440979,714.92600440979,1
14,icmp,0,69.139.182.138,28.0186,-82.1129,69.139.182.138,False,729.9299240112305,729.9299240112305,1,0.0,729.9299240112305,729.9299240112305,1
15,udp,0,69.139.182.138,28.0186,-82.1129,69.139.182.138,False,632.9309940338135,632.9309940338135,1,0.0,632.9309940338135,632.9309940338135,1
15,tcp,0,69.139.182.138,28.0186,-82.1129,69.139.182.138,False,789.4301414489746,789.4301414489746,1,0.0,789.4301414489746,789.4301414489746,1
15,icmp,0,68.87.162.38,27.6386,-80.3973,68.87.162.38,False,775.6569385528564,775.6569385528564,1,0.0,775.6569385528564,775.6569385528564,1
16,udp,0,68.87.162.38,27.6386,-80.3973,68.87.162.38,False,647.3610401153564,647.3610401153564,1,0.0,647.3610401153564,647.3610401153564,1
16,tcp,0,68.87.162.38,27.6386,-80.3973,68.87.162.38,False,786.0088348388672,786.0088348388672,1,0.0,786.0088348388672,786.0088348388672,1
16,icmp,0,69.139.183.126,26.2379,-80.1248,69.139.183.126,False,766.8359279632568,766.8359279632568,1,0.0,766.8359279632568,766.8359279632568,1
17,udp,0,69.139.183.126,26.2379,-80.1248,69.139.183.126,False,643.1849002838135,643.1849002838135,1,0.0,643.1849002838135,643.1849002838135,1
17,tcp,0,69.139.183.126,26.2379,-80.1248,69.139.183.126,False,713.7961387634277,713.7961387634277,1,0.0,713.7961387634277,713.7961387634277,1
17,icmp,0,96.110.5.238,25.8576,-80.2781,96.110.5.238,False,832.3531150817871,832.3531150817871,1,0.0,832.3531150817871,832.3531150817871,1
18,udp,0,96.110.5.238,25.8576,-80.2781,96.110.5.238,False,701.4389038085938,701.4389038085938,1,0.0,701.4389038085938,701.4389038085938,1
18,tcp,0,96.110.5.238,25.8576,-80.2781,96.110.5.238,False,675.9040355682373,675.9040355682373,1,0.0,675.9040355682373,675.9040355682373,1
18,icmp,0,162.151.115.26,26.4605,-80.1376,162.151.115.26,False,762.0847225189209,762.0847225189209,1,0.0,762.0847225189209,762.0847225189209,1
19,udp,0,162.151.115.26,26.4605,-80.1376,162.151.115.26,False,633.249044418335,633.249044418335,1,0.0,633.249044418335,633.249044418335,1
19,tcp,0,162.151.115.26,26.4605,-80.1376,162.151.115.26,False,616.2810325622559,616.2810325622559,1,0.0,616.2810325622559,616.2810325622559,1
