ip,latitude,longitude
10.209.64.1,31.15073,121.47711
10.213.33.33,31.15073,121.47711
10.213.32.41,31.15073,121.47711
10.213.32.22,31.15073,121.47711
203.85.128.94,22.2875,114.212
202.76.18.72,22.2875,114.212
202.76.18.64,22.2875,114.212
203.131.241.129,35.6869,139.767
129.250.5.28,22.3089,114.264
129.250.4.142,47.6061,-122.333
129.250.2.27,47.6061,-122.333
192.205.37.17,39.7709,-86.1585
32.130.106.188,32.7796,-96.7989
12.207.37.1,33.7068,-117.843
