hop,protocol,probe_index,ip,latitude,longitude,from,reached,rtt,stats_avg,stats_count,stats_loss,stats_max,stats_min,stats_responses
1,udp,0,10.209.64.1,31.15073,121.47711,10.209.64.1,False,7.8792572021484375,7.430553436279297,2,0.0,7.8792572021484375,6.981849670410156,2
1,udp,1,10.209.64.1,31.15073,121.47711,10.209.64.1,False,6.981849670410156,7.430553436279297,2,0.0,7.8792572021484375,6.981849670410156,2
1,tcp,0,10.209.64.1,31.15073,121.47711,10.209.64.1,False,5.526065826416016,168.9605712890625,2,0.0,332.395076751709,5.526065826416016,2
1,tcp,1,10.213.33.33,31.15073,121.47711,10.213.33.33,False,332.395076751709,168.9605712890625,2,0.0,332.395076751709,5.526065826416016,2
1,icmp,0,10.213.33.25,31.15073,121.47711,10.213.33.25,False,319.81396675109863,315.01245498657227,2,0.0,319.81396675109863,310.2109432220459,2
1,icmp,1,10.213.32.41,31.15073,121.47711,10.213.32.41,False,310.2109432220459,315.01245498657227,2,0.0,319.81396675109863,310.2109432220459,2
2,udp,0,10.213.33.25,31.15073,121.47711,10.213.33.25,False,192.4271583557129,277.00161933898926,2,0.0,361.5760803222656,192.4271583557129,2
2,udp,1,10.213.32.22,31.15073,121.47711,10.213.32.22,False,361.5760803222656,277.00161933898926,2,0.0,361.5760803222656,192.4271583557129,2
2,tcp,0,10.213.33.25,31.15073,121.47711,10.213.33.25,False,167.8011417388916,422.01852798461914,2,0.0,676.2359142303467,167.8011417388916,2
2,tcp,1,203.85.128.94,22.2875,114.212,203.85.128.94,False,676.2359142303467,422.01852798461914,2,0.0,676.2359142303467,167.8011417388916,2
2,icmp,0,10.213.32.41,31.15073,121.47711,10.213.32.41,False,144.86408233642578,435.1121187210083,2,0.0,725.3601551055908,144.86408233642578,2
2,icmp,1,202.76.18.72,22.2875,114.212,202.76.18.72,False,725.3601551055908,435.1121187210083,2,0.0,725.3601551055908,144.86408233642578,2
3,udp,0,10.213.32.41,31.15073,121.47711,10.213.32.41,False,30.445098876953125,384.3212127685547,2,0.0,738.1973266601562,30.445098876953125,2
3,udp,1,202.76.18.64,22.2875,114.212,202.76.18.64,False,738.1973266601562,384.3212127685547,2,0.0,738.1973266601562,30.445098876953125,2
3,tcp,0,10.213.32.22,31.15073,121.47711,10.213.32.22,False,161.7588996887207,607.0194244384766,2,0.0,1052.2799491882324,161.7588996887207,2
3,tcp,1,203.131.241.129,35.6869,139.767,203.131.241.129,False,1052.2799491882324,607.0194244384766,2,0.0,1052.2799491882324,161.7588996887207,2
3,icmp,0,10.213.32.22,31.15073,121.47711,10.213.32.22,False,159.09981727600098,601.5404462814331,2,0.0,1043.9810752868652,159.09981727600098,2
3,icmp,1,129.250.4.71,22.3089,114.264,129.250.4.71,False,1043.9810752868652,601.5404462814331,2,0.0,1043.9810752868652,159.09981727600098,2
4,udp,0,10.213.32.22,31.15073,121.47711,10.213.32.22,False,41.98908805847168,574.2801427841187,2,0.0,1106.5711975097656,41.98908805847168,2
4,udp,1,129.250.5.39,22.3089,114.264,129.250.5.39,False,1106.5711975097656,574.2801427841187,2,0.0,1106.5711975097656,41.98908805847168,2
4,tcp,0,203.85.128.94,22.2875,114.212,203.85.128.94,False,334.5210552215576,804.0919303894043,2,0.0,1273.662805557251,334.5210552215576,2
4,tcp,1,4.68.75.93,32.5891,-92.0664,4.68.75.93,False,1273.662805557251,804.0919303894043,2,0.0,1273.662805557251,334.5210552215576,2
4,icmp,0,203.85.128.94,22.2875,114.212,203.85.128.94,False,310.41598320007324,1188.2579326629639,2,0.0,2066.0998821258545,310.41598320007324,2
4,icmp,1,4.35.156.66,34.0522,-118.244,4.35.156.66,False,2066.0998821258545,1188.2579326629639,2,0.0,2066.0998821258545,310.41598320007324,2
5,udp,0,203.85.128.94,22.2875,114.212,203.85.128.94,False,181.47873878479004,1225.3913879394531,2,0.0,2269.304037094116,181.47873878479004,2
5,udp,1,137.164.11.91,33.3034,-116.9814,137.164.11.91,False,2269.304037094116,1225.3913879394531,2,0.0,2269.304037094116,181.47873878479004,2
5,tcp,0,202.76.18.72,22.2875,114.212,202.76.18.72,False,199.44286346435547,1222.1179008483887,2,0.0,2244.792938232422,199.44286346435547,2
5,tcp,1,137.164.11.101,33.3034,-116.9814,137.164.11.101,False,2244.792938232422,1222.1179008483887,2,0.0,2244.792938232422,199.44286346435547,2
5,icmp,0,202.76.18.72,22.2875,114.212,202.76.18.72,False,203.71723175048828,1313.6651515960693,2,0.0,2423.6130714416504,203.71723175048828,2
5,icmp,1,137.164.5.5,33.3034,-116.9814,137.164.5.5,False,2423.6130714416504,1313.6651515960693,2,0.0,2423.6130714416504,203.71723175048828,2
6,udp,0,202.76.18.72,22.2875,114.212,202.76.18.72,False,79.41317558288574,79.41317558288574,1,0.0,79.41317558288574,79.41317558288574,1
6,tcp,0,202.76.18.64,22.2875,114.212,202.76.18.64,False,185.73594093322754,185.73594093322754,1,0.0,185.73594093322754,185.73594093322754,1
6,icmp,0,202.76.18.64,22.2875,114.212,202.76.18.64,False,185.90211868286133,185.90211868286133,1,0.0,185.90211868286133,185.90211868286133,1
7,udp,0,202.76.18.64,22.2875,114.212,202.76.18.64,False,79.49686050415039,79.49686050415039,1,0.0,79.49686050415039,79.49686050415039,1
7,tcp,0,203.131.241.129,35.6869,139.767,203.131.241.129,False,330.2578926086426,330.2578926086426,1,0.0,330.2578926086426,330.2578926086426,1
7,icmp,0,203.131.241.129,35.6869,139.767,203.131.241.129,False,337.2840881347656,337.2840881347656,1,0.0,337.2840881347656,337.2840881347656,1
8,udp,0,203.131.241.129,35.6869,139.767,203.131.241.129,False,209.5510959625244,209.5510959625244,1,0.0,209.5510959625244,209.5510959625244,1
8,tcp,0,129.250.5.39,22.3089,114.264,129.250.5.39,False,390.56897163391113,390.56897163391113,1,0.0,390.56897163391113,390.56897163391113,1
8,icmp,0,129.250.5.39,22.3089,114.264,129.250.5.39,False,398.7598419189453,398.7598419189453,1,0.0,398.7598419189453,398.7598419189453,1
9,udp,0,129.250.5.39,22.3089,114.264,129.250.5.39,False,270.9529399871826,270.9529399871826,1,0.0,270.9529399871826,270.9529399871826,1
9,tcp,0,4.68.75.93,32.5891,-92.0664,4.68.75.93,False,407.72199630737305,407.72199630737305,1,0.0,407.72199630737305,407.72199630737305,1
9,icmp,0,4.68.75.93,32.5891,-92.0664,4.68.75.93,False,382.30299949645996,382.30299949645996,1,0.0,382.30299949645996,382.30299949645996,1
10,udp,0,4.68.75.93,32.5891,-92.0664,4.68.75.93,False,254.47916984558105,254.47916984558105,1,0.0,254.47916984558105,254.47916984558105,1
10,tcp,0,4.35.156.66,34.0522,-118.244,4.35.156.66,False,1045.7663536071777,1045.7663536071777,1,0.0,1045.7663536071777,1045.7663536071777,1
10,icmp,0,4.35.156.66,34.0522,-118.244,4.35.156.66,False,1023.2408046722412,1023.2408046722412,1,0.0,1023.2408046722412,1023.2408046722412,1
11,udp,0,4.35.156.66,34.0522,-118.244,4.35.156.66,False,898.9830017089844,898.9830017089844,1,0.0,898.9830017089844,898.9830017089844,1
11,tcp,0,137.164.11.87,33.3034,-116.9814,137.164.11.87,False,873.370885848999,873.370885848999,1,0.0,873.370885848999,873.370885848999,1
11,icmp,0,137.164.11.91,33.3034,-116.9814,137.164.11.91,False,1182.2290420532227,1182.2290420532227,1,0.0,1182.2290420532227,1182.2290420532227,1
12,udp,0,137.164.11.91,33.3034,-116.9814,137.164.11.91,False,1053.7748336791992,1053.7748336791992,1,0.0,1053.7748336791992,1053.7748336791992,1
12,tcp,0,137.164.11.91,33.3034,-116.9814,137.164.11.91,False,1028.5727977752686,1028.5727977752686,1,0.0,1028.5727977752686,1028.5727977752686,1
12,icmp,0,137.164.11.101,33.3034,-116.9814,137.164.11.101,False,1002.8250217437744,1002.8250217437744,1,0.0,1002.8250217437744,1002.8250217437744,1
13,udp,0,137.164.11.101,33.3034,-116.9814,137.164.11.101,False,872.2538948059082,872.2538948059082,1,0.0,872.2538948059082,872.2538948059082,1
13,tcp,0,137.164.11.101,33.3034,-116.9814,137.164.11.101,False,847.1968173980713,847.1968173980713,1,0.0,847.1968173980713,847.1968173980713,1
13,icmp,0,137.164.5.5,33.3034,-116.9814,137.164.5.5,False,1023.8399505615234,1023.8399505615234,1,0.0,1023.8399505615234,1023.8399505615234,1
