hop,protocol,probe_index,ip,latitude,longitude,from,reached,rtt,stats_avg,stats_count,stats_loss,stats_max,stats_min,stats_responses
1,udp,0,10.209.64.1,31.15073,121.47711,10.209.64.1,False,151.95488929748535,157.6700210571289,2,0.0,163.38515281677246,151.95488929748535,2
1,udp,1,10.209.64.1,31.15073,121.47711,10.209.64.1,False,163.38515281677246,157.6700210571289,2,0.0,163.38515281677246,151.95488929748535,2
1,tcp,0,10.209.64.1,31.15073,121.47711,10.209.64.1,False,139.4202709197998,148.1151580810547,2,0.0,156.81004524230957,139.4202709197998,2
1,tcp,1,10.213.33.25,31.15073,121.47711,10.213.33.25,False,156.81004524230957,148.1151580810547,2,0.0,156.81004524230957,139.4202709197998,2
1,icmp,0,10.209.64.1,31.15073,121.47711,10.209.64.1,False,115.59176445007324,273.69439601898193,2,0.0,431.7970275878906,115.59176445007324,2
1,icmp,1,10.213.32.33,31.15073,121.47711,10.213.32.33,False,431.7970275878906,273.69439601898193,2,0.0,431.7970275878906,115.59176445007324,2
2,udp,0,10.213.33.33,31.15073,121.47711,10.213.33.33,False,4.71806526184082,180.51958084106445,2,0.0,356.3210964202881,4.71806526184082,2
2,udp,1,10.213.32.14,31.15073,121.47711,10.213.32.14,False,356.3210964202881,180.51958084106445,2,0.0,356.3210964202881,4.71806526184082,2
2,tcp,0,10.213.33.33,31.15073,121.47711,10.213.33.33,False,6.212711334228516,264.32526111602783,2,0.0,522.4378108978271,6.212711334228516,2
2,tcp,1,101.95.117.137,31.2304,121.474,101.95.117.137,False,522.4378108978271,264.32526111602783,2,0.0,522.4378108978271,6.212711334228516,2
2,icmp,0,10.213.32.33,31.15073,121.47711,10.213.32.33,False,267.9710388183594,624.7470378875732,2,0.0,981.5230369567871,267.9710388183594,2
2,icmp,1,101.95.89.89,31.2304,121.474,101.95.89.89,False,981.5230369567871,624.7470378875732,2,0.0,981.5230369567871,267.9710388183594,2
3,udp,0,10.213.32.33,31.15073,121.47711,10.213.32.33,False,140.07973670959473,496.1029291152954,2,0.0,852.1261215209961,140.07973670959473,2
3,udp,1,101.95.89.90,31.2304,121.474,101.95.89.90,False,852.1261215209961,496.1029291152954,2,0.0,852.1261215209961,140.07973670959473,2
3,tcp,0,10.213.32.33,31.15073,121.47711,10.213.32.33,False,114.98880386352539,114.98880386352539,1,0.0,114.98880386352539,114.98880386352539,1
3,icmp,0,10.213.32.14,31.15073,121.47711,10.213.32.14,False,133.13674926757812,133.13674926757812,1,0.0,133.13674926757812,133.13674926757812,1
4,udp,0,10.213.32.14,31.15073,121.47711,10.213.32.14,False,30.488967895507812,30.488967895507812,1,0.0,30.488967895507812,30.488967895507812,1
4,tcp,0,10.213.32.14,31.15073,121.47711,10.213.32.14,False,18.531084060668945,18.531084060668945,1,0.0,18.531084060668945,18.531084060668945,1
4,icmp,0,101.95.117.137,31.2304,121.474,101.95.117.137,False,161.58485412597656,161.58485412597656,1,0.0,161.58485412597656,161.58485412597656,1
5,udp,0,101.95.117.137,31.2304,121.474,101.95.117.137,False,31.1431884765625,31.1431884765625,1,0.0,31.1431884765625,31.1431884765625,1
5,tcp,0,101.95.117.137,31.2304,121.474,101.95.117.137,False,481.842041015625,481.842041015625,1,0.0,481.842041015625,481.842041015625,1
5,icmp,0,101.95.89.105,31.2304,121.474,101.95.89.105,False,459.2409133911133,459.2409133911133,1,0.0,459.2409133911133,459.2409133911133,1
6,udp,0,101.95.89.82,31.2304,121.474,101.95.89.82,False,336.3509178161621,336.3509178161621,1,0.0,336.3509178161621,336.3509178161621,1
6,tcp,0,101.95.89.82,31.2304,121.474,101.95.89.82,False,311.1889362335205,311.1889362335205,1,0.0,311.1889362335205,311.1889362335205,1
6,icmp,0,101.95.89.82,31.2304,121.474,101.95.89.82,False,286.6630554199219,286.6630554199219,1,0.0,286.6630554199219,286.6630554199219,1
7,udp,0,101.95.89.85,31.2304,121.474,101.95.89.85,False,156.58283233642578,156.58283233642578,1,0.0,156.58283233642578,156.58283233642578,1
7,tcp,0,101.95.89.81,31.2304,121.474,101.95.89.81,False,133.12101364135742,133.12101364135742,1,0.0,133.12101364135742,133.12101364135742,1
