ip,latitude,longitude
10.209.64.1,31.15073,121.47711
10.213.33.33,31.15073,121.47711
10.213.32.33,31.15073,121.47711
10.213.32.14,31.15073,121.47711
101.95.117.137,31.2304,121.474
101.95.89.69,31.2304,121.474
101.95.89.70,31.2304,121.474
101.95.88.53,31.2304,121.474
59.43.80.145,39.9042,116.407
36.112.241.70,39.9042,116.407
219.141.140.69,39.9042,116.407
106.120.220.42,39.911,116.395
54.222.24.127,39.9288,116.3889
54.222.25.139,39.9288,116.3889
54.222.25.132,39.9288,116.3889
